Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,Non-fentanyl opioids,60 years or more,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl,0 to 19 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl,20 to 29 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl,30 to 39 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl,40 to 49 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl,50 to 59 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl,60 years or more,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl analogues,0 to 19 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl analogues,20 to 29 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl analogues,30 to 39 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl analogues,40 to 49 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl analogues,50 to 59 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Fentanyl analogues,60 years or more,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Non-fentanyl opioids,0 to 19 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Non-fentanyl opioids,20 to 29 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Non-fentanyl opioids,30 to 39 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Non-fentanyl opioids,40 to 49 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Non-fentanyl opioids,50 to 59 years,Percent,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,Non-fentanyl opioids,60 years or more,Percent,Suppressed
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl,Pharmaceutical only,Percent,1
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl,Non-pharmaceutical only,Percent,99
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl analogues,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl analogues,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl analogues,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl analogues,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Non-fentanyl opioids,Pharmaceutical only,Percent,72
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Non-fentanyl opioids,Both,Percent,3
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Non-fentanyl opioids,Non-pharmaceutical only,Percent,12
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Non-fentanyl opioids,Undetermined,Percent,13
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl,Pharmaceutical only,Percent,2
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl,Non-pharmaceutical only,Percent,98
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl analogues,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl analogues,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl analogues,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl analogues,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Non-fentanyl opioids,Pharmaceutical only,Percent,72
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Non-fentanyl opioids,Both,Percent,3
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Non-fentanyl opioids,Non-pharmaceutical only,Percent,16
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Non-fentanyl opioids,Undetermined,Percent,9
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl,Pharmaceutical only,Percent,2
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl,Non-pharmaceutical only,Percent,98
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl analogues,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl analogues,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl analogues,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl analogues,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Non-fentanyl opioids,Pharmaceutical only,Percent,67
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Non-fentanyl opioids,Both,Percent,4
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Non-fentanyl opioids,Non-pharmaceutical only,Percent,20
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Non-fentanyl opioids,Undetermined,Percent,8
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl analogues,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl analogues,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl analogues,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl analogues,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Non-fentanyl opioids,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Non-fentanyl opioids,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Non-fentanyl opioids,Non-pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Non-fentanyl opioids,Undetermined,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl analogues,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl analogues,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl analogues,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl analogues,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Non-fentanyl opioids,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Non-fentanyl opioids,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Non-fentanyl opioids,Non-pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Non-fentanyl opioids,Undetermined,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl analogues,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl analogues,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl analogues,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl analogues,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Non-fentanyl opioids,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Non-fentanyl opioids,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Non-fentanyl opioids,Non-pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Non-fentanyl opioids,Undetermined,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl analogues,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl analogues,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl analogues,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl analogues,Undetermined,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Non-fentanyl opioids,Pharmaceutical only,Percent,45
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Non-fentanyl opioids,Both,Percent,5
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Non-fentanyl opioids,Non-pharmaceutical only,Percent,19
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Non-fentanyl opioids,Undetermined,Percent,31
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,Fentanyl,Pharmaceutical only,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,Fentanyl,Both,Percent,0
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,Fentanyl,Non-pharmaceutical only,Percent,100
Opioids,Deaths,Type of opioids by origin,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,Fentanyl,Undetermined,Percent,0
